,Date,RealE_SUM
761,2022-06-28T11:19:00Z,202291427.3355598
762,2022-06-28T11:20:00Z,202298080.0604131
763,2022-06-28T11:21:00Z,202304745.92645127
764,2022-06-28T11:22:00Z,202311420.00573006
765,2022-06-28T11:23:00Z,202318076.01587957
766,2022-06-28T11:24:00Z,202324750.0951584
767,2022-06-28T11:25:00Z,202331419.24649295
768,2022-06-28T11:26:00Z,202338068.68604985
769,2022-06-28T11:27:00Z,202344754.2638655
770,2022-06-28T11:28:00Z,202351413.5593114
771,2022-06-28T11:29:00Z,202358082.71064594
772,2022-06-28T11:30:00Z,202364755.14727655
773,2022-06-28T11:31:00Z,202371421.01331475
774,2022-06-28T11:32:00Z,202378080.30876046
775,2022-06-28T11:33:00Z,202384767.5292243
776,2022-06-28T11:34:00Z,202391436.6805587
777,2022-06-28T11:35:00Z,202398036.3116839
778,2022-06-28T11:36:00Z,202404646.8566748
779,2022-06-28T11:37:00Z,202411320.9359536
780,2022-06-28T11:38:00Z,202417976.9461031
781,2022-06-28T11:39:00Z,202424072.8132465
782,2022-06-28T11:40:00Z,202430106.25976172
783,2022-06-28T11:41:00Z,202436341.7519947
784,2022-06-28T11:42:00Z,202442578.88687566
785,2022-06-28T11:43:00Z,202448806.165868
786,2022-06-28T11:44:00Z,202455035.08750838
787,2022-06-28T11:45:00Z,202461264.00914872
788,2022-06-28T11:46:00Z,202467502.78667808
789,2022-06-28T11:47:00Z,202473730.0656704
790,2022-06-28T11:48:00Z,202479965.5579032
791,2022-06-28T11:49:00Z,202486207.62072858
792,2022-06-28T11:50:00Z,202492439.82766533
793,2022-06-28T11:51:00Z,202498837.94206125
794,2022-06-28T11:52:00Z,202505507.09339562
795,2022-06-28T11:53:00Z,202512163.10354513
796,2022-06-28T11:54:00Z,202518743.55188176
797,2022-06-28T11:55:00Z,202525200.8016096
798,2022-06-28T11:56:00Z,202531503.41968325
799,2022-06-28T11:57:00Z,202538072.59221494
800,2022-06-28T11:58:00Z,202544746.6714936
801,2022-06-28T11:59:00Z,202551404.3242913
802,2022-06-28T12:00:00Z,202558080.04621828
803,2022-06-28T12:01:00Z,202564742.62696022
804,2022-06-28T12:02:00Z,202571410.13564658
805,2022-06-28T12:03:00Z,202577924.87805852
806,2022-06-28T12:04:00Z,202583546.0198975
807,2022-06-28T12:05:00Z,202589262.435327
808,2022-06-28T12:06:00Z,202595852.73955214
809,2022-06-28T12:07:00Z,202602510.3923497
810,2022-06-28T12:08:00Z,202609166.40249935
811,2022-06-28T12:09:00Z,202615052.0106844
812,2022-06-28T12:10:00Z,202621090.38514388
813,2022-06-28T12:11:00Z,202627207.6067128
814,2022-06-28T12:12:00Z,202633339.61211458
815,2022-06-28T12:13:00Z,202639742.6544549
816,2022-06-28T12:14:00Z,202645945.29372567
817,2022-06-28T12:15:00Z,202652407.4713979
818,2022-06-28T12:16:00Z,202658998.5273434
